Model,Train_R2,Train_RMSE,Train_MAE,Test_R2,Test_RMSE,Test_MAE,Anomalies,Anomaly_Percentage
Linear Regression,0.9787089569108933,57.60475296111197,26.158475732001556,0.9800288894346422,55.51243762482303,26.309051276254603,449,3.264267539076699
