Model,Train_R2,Train_RMSE,Train_MAE,Test_R2,Test_RMSE,Test_MAE,Anomalies,Anomaly_Percentage
Linear Regression,0.961278483993537,74.72844755691627,43.053706083304704,0.9558931724241263,79.84333595428167,43.89439738675487,176,2.2928608650338718
