Model,Train_R2,Train_RMSE,Train_MAE,Test_R2,Test_RMSE,Test_MAE,Anomalies,Anomaly_Percentage
Random Forest,0.9908221042607421,35.407415598001414,12.330306576802773,0.9465424254320709,82.99254100052718,28.265728876803546,16,2.535657686212361
